Balda,RegCasa,place_id,Latitude,Longitude
المجدل,عكار,ChIJ9XZk8Ag3IhURGlbx4ezORtI,34.5699918,36.2164414
المجذوب و مزهر,المتن,,,
المجيدل,جزين,ChIJq-3FPvzuHhURBIbuQZXdGcs,33.5170936,35.4409798
المحاربيه,جزين,ChIJfwvKWRrvHhURqtX_cU9psW4,33.5261505,35.4482483
المحتقرة ودير المخلص,الشوف,,,
المحمرة,عكار,ChIJxVxNiK4hIhURLpYlPQhR98I,34.5055845,35.9650677
المحيدثة,المتن,,,
المختارة,الشوف,ChIJz4gLHH7fHhURwnhAZBIjH44,33.6588474,35.6140621
المدور,بيروت,ChIJfWc6FzYXHxURHAQJQf9wYCI,33.8782007,35.485147
المراديه,كسروان,ChIJucF6nhlFHxURwh73SMw-lO8,34.070972,35.7114538
المرج,البقاع الغربي,ChIJF90YhPcyHxURloOZyay-Ipw,33.7616036,35.8835437
المرداشة,بعبدا,ChIJvRo2GD4YHxURwPNCRjt8jL4,33.822961,35.5432955
المرفأ,بيروت,ChIJRTdKDPAWHxURj-d6St9_xR0,33.9045303,35.5344274
المروانية,صيدا,ChIJq2ziVn7tHhURIkWi-l31ZV8,33.4549085,35.393016
المروج,المتن,ChIJZY3eEu43HxUR2qFSlI-B_FM,33.9111275,35.7528994
المريجات,عاليه,ChIJ1WtG0VwxHxURKPF1-ouAHEg,33.8088874,35.817497
المريجة,بعبدا,ChIJgzKFQM8ZHxURRAEFBZwSVLQ,33.8352863,35.5123853
المزاريب,جبيل,,,
المزرعة,بيروت,ChIJBY6zwBcXHxURbL39gKUh3n0,33.879704,35.5021534
المسالخية,صيدا,,,
المسعودية,عكار,ChIJrcr5zoMvIhURLCFBUm1VHnM,34.6055452,36.0490354
المسقى,المتن,ChIJzTdXl_s9HxURgdB7o1Rt37s,33.900939,35.57329
المشرع,المتن,ChIJ3--h2vM4HxURqkquX14OGSQ,33.9222939,35.6895054
المشرف,الشوف,ChIJx_dWMHXiHhURMt9Gn1BI8FQ,33.7143942,35.4680279
المشرفه,عاليه,ChIJ95aHjH0kHxUR6h3Zmf_K6pU,33.7587221,35.6559678
المصيطبة,بيروت,ChIJ1-MWszwXHxURPi__tWsO-Ls,33.8836288,35.4955335
المطل,الضنية,,,
المطلة,الشوف,ChIJM8f5c8ngHhURFKTIzrnky8c,33.6109677,35.5408033
المطيلب,المتن,,,
المعاصر,الهرمل,ChIJMX-R2MpGIhURehBrRPOlQYs,34.4292511,36.32549050000001
المعلقة الشمالي,زحلة,,,
المعمرية,صيدا,ChIJ09IrSxXyHhURZ59aHJ5tlFM,33.485036,35.369757
المعنيه,الشوف,ChIJfzt0wnDkHhURxPIRn7fWfVM,33.6298266,35.4471367
المعيصرة,الهرمل,ChIJ344XfZpsIhURHIc5AKZx2GE,34.2762355,36.2927819
المعيصره,كسروان,ChIJY177fvpEHxUR0uDVWqs5p_E,34.0709961,35.6862654
المغروبلا,بشري,,,
المغيري,جبيل,,,
المغيرية,الشوف,ChIJ_-P7HzjkHhURYDObCnCQeWc,33.6031583,35.4576264
المقيبلة,عكار,ChIJKTQ7_6xMIhURjgO36RxLjyQ,34.646031,36.3576539
المقيطع,عكار,,,
المكلس,المتن,ChIJDyH2lLcXHxURmsQgosH3X-s,33.8676662,35.5427979
المكنونية,جزين,ChIJmxJ_TeHnHhURGAlhk0kF7cE,33.5290393,35.548672
المناره,البقاع الغربي,ChIJ31yUMHwrHxURwALS_hHmIFA,33.6465688,35.8779857
المنصف,جبيل,ChIJDzyrZw5cHxURDpDwgadOvRU,34.1808839,35.6445588
المنصورة,البقاع الغربي,ChIJGX2mlbouHxUR-gcU9mJK_8Q,33.6811387,35.8156062
المنصوري,صور,ChIJJ1JByuV_HhURZkyimciqoos,33.1784509,35.2063653
المنصورية,المتن,ChIJ1XE4_WI9HxURjE2_j8QUmF4,33.8577543,35.5684338
المنيه,المنية,ChIJOyZjwfMfIhURxlt50KgXJIU,34.4788556,35.9325815
المهاتره,طرابلس,ChIJL9qBtKb2IRURfkb-XX1mVVo,34.4336706,35.8441987
المونسه,عكار,,,
المياسة,المتن,ChIJRaqMBIE4HxUReFLmpDO15LM,33.941313,35.6929013
المية ومية,صيدا,ChIJX9XQZtbvHhURApq8KA7-fGg,33.5429877,35.3975321
الميدان,جزين,ChIJU9-OqF_nHhURyH4VShhPn-I,33.5803079,35.5636807
الميدان الشرقي,زحلة,,,
الميدان الغربي,زحلة,,,
الميناء,طرابلس,ChIJxWJQnOHzIRURA4aVS13DGCU,34.4510944,35.8107482
الناصرية,زحلة,ChIJzQxNxhG3GBURIl--03-e_Mk,33.8625876,36.0605583
الناعمة,الشوف,ChIJmxkW_rQdHxUR8vOBAdnMWIw,33.7489379,35.4534798
الناقورة,صور,ChIJO4HyORDUHRURMBpBUea3lik,33.1182896,35.1398656
النبطية الفوقا,النبطية,ChIJFWvEfZaUHhURbCHo6T1-2wY,33.3635336,35.4942229
النبي ايلا,زحلة,ChIJGRDwAg-1GBURCt5FKMuFu3M,33.8904335,35.9506096
النبي رشاده,بعلبك,ChIJBcmTwjGuGBURDmnL-eUbohw,33.9949018,36.0389768
النبي سباط,بعلبك,ChIJDRkgHcKiGBURlH8VpBmJqjA,33.9366127,36.2357976
النبي شيت الحي الجنوبي,بعلبك,,,
النبي شيت الحي الشمالي,بعلبك,,,
النبي شيت الحي العريض,بعلبك,,,
النبي شيت حي الجامع,بعلبك,,,
النبي شيت حي العقبه,بعلبك,,,
النبي شيت شرقي,بعلبك,ChIJnWkdYo25GBUR3HPz4mdZGDQ,33.8723008,36.1127818
النبي شيت طبشار,بعلبك,,,
النبي شيت غربي,بعلبك,ChIJnWkdYo25GBUR3HPz4mdZGDQ,33.8723008,36.1127818
النبي عثمان,بعلبك,ChIJrWM3DGZuIhURqiITKXJZ1tQ,34.2128467,36.3665258
النبي نعام,بعلبك,,,
النبي يوشع,الضنية,ChIJqUAfG74fIhURhFNGsAcz4rI,34.4622521,35.9416702
النجارية,صيدا,ChIJzbfgCKzzHhURWhoIjamjT-g,33.4830029,35.3383954
النخلة,الكوره,ChIJgWIuFQD6IRURgo2CVQhR-g4,34.365013,35.826657
النفاخية,صور,,,
النفيسة,عكار,ChIJtcnrdtUkIhURiPJgSqAQN1M,34.5477167,36.0868649
النقاش,المتن,ChIJMTjLpkE-HxURVs19zNQqLl0,33.9224589,35.5914275
النقره,بعلبك,,,
النمورة و كفرجريف,كسروان,,,
النميرية,النبطية,ChIJS3sZoVHtHhURggG3CtUWrFE,33.4230066,35.3989302
النهريه وبستان الحرش,عكار,,,
النوره,عكار,,,
النوري,طرابلس,ChIJNSU76Kb2IRUROhpmY3jcLUo,34.4348965,35.8429465
الهبارية,حاصبيا,ChIJ6ddd5VfGHhURkpwkp8-edOs,33.3668785,35.6976596
الهد,عكار,ChIJNfKJ0sE2IhURvCQYep1ZR8M,34.6046038,36.1973595
الهري,البترون,ChIJKw8xWhPjIRURELTUNQDW0j8,34.3066374,35.7129888
الهلالية,صيدا,ChIJi398sP3vHhURDNaaX90E7KM,33.5683096,35.3923303
الهيشه,عكار,ChIJeW_t58lMIhURae-_GvXTadU,34.63739,36.3720752
الوردانية,الشوف,ChIJS6Fn2ffkHhURnHCV-ucTLgI,33.61248330000001,35.434051
الورهانية,الشوف,ChIJOcXjsqAmHxURnIx2ny_vd8s,33.7180302,35.6697898
الوزاني,مرجعيون,ChIJ-97PMJC-HhUR1A-DtifoLws,33.2770721,35.6214726
الوسطاني,صيدا,ChIJSbtwdkxAWBQRUbSDcS5fNPg,30.0943741,31.2207726
الوقف,زحلة,,,
اليمونه,بعلبك,ChIJx9mF3cOpGBURWtE_NkZC8QU,34.1291398,36.0281439
اميون شرقي,الكوره,ChIJ-bhZGfH7IRURkhr9ZcThyGc,34.2990156,35.8088748
اميون غربي,الكوره,ChIJ-bhZGfH7IRURkhr9ZcThyGc,34.2990156,35.8088748
انان,جزين,,,
انصار,النبطية,ChIJnSGgfjiMHhUR3lUfXBZqcBw,33.3793266,35.3544755
انصارية,صيدا,ChIJWcyAlaGLHhURVI8Cr1uIgPk,33.4127623,35.2791973
انطلياس,المتن,ChIJDcR-RGs-HxURLGVc2zigKWQ,33.9170533,35.5886809
انفه,الكوره,ChIJV2d7JNfkIRURpENC5yDijeM,34.355177,35.7320091
اهمج,جبيل,ChIJH0j2jR1RHxURpjJ8x07peW0,34.121721,35.7850306
ايزال,الضنية,ChIJlzfDeBccIhUR7u4B2qTsIUM,34.3805637,35.9833994
ايطو,زغرتا,ChIJsbWbgJwCIhURwBLrGAEhLEo,34.3078709,35.9204267
ايعات,بعلبك,ChIJkdh0Y96mGBUR0tfxFs3WTOM,34.03749390000001,36.17540109999999
ايعال,زغرتا,ChIJT9tEjOD3IRURiO_jMxz2XI4,34.3622667,35.9123736
ايلات,عكار,ChIJ8YzpNUA7IhURDrtjEcWTK7k,34.5192738,36.1098004
باب مارع,البقاع الغربي,ChIJ7SPg8RPZHhURHuHvJHqeg3E,33.5823401,35.68129
باتر,الشوف,ChIJIewL_PLeHhURmEf657BylFU,33.6012735,35.618074
باتوليه,صور,ChIJraxx99SAHhURQlrX5v0bwiE,33.2254264,35.25531
باريش,صور,ChIJK2W62n2FHhURnv-LH8-ouUQ,33.2728995,35.3527517
بافليه,صور,ChIJqxq63GeFHhUR-iIEPICA9hM,33.260832,35.3669154
بان,بشري,ChIJIwcATlICIhUR1OnVgZe8cKQ,34.2764473,35.9553723
ببنين,عكار,ChIJv0V9doMhIhURdmshFTaunyA,34.4989544,35.9939931
بتاتر,عاليه,ChIJjdZ-qZ8jHxURSpZkNksfWCk,33.7674509,35.6337911
بتبيات,بعبدا,ChIJJa6km086HxUR3HerpII0bss,33.8351897,35.7070288
بتخنيه,بعبدا,,,
بتدعي,بعلبك,ChIJDYe8RYOnGBURzKR0PRAQ7uw,34.1003778,36.1282821
بتدين اللقش,جزين,ChIJlYnw63rnHhURoqr33ZTJx_c,33.5691244,35.5565058
بترومين,الكوره,ChIJS4FtzA36IRURqpAXM4A8FQ0,34.3657164,35.8094944
بتعبورة,الكوره,ChIJMZ1sluD8IRURkJUX6KbOl_4,34.2746203,35.7634839
بتغرين,المتن,ChIJ_ZStIwJIHxUROBTjuh8ubxk,33.9284522,35.7466215
بتلون,الشوف,ChIJm2m4oy4hHxURBmgUtJXQ44Y,33.6960251,35.6504881
بتوراتيج,الكوره,ChIJmV38IFb3IRUR_GwDB1qjc_c,34.3634262,35.8350131
بتياس,زحلة,,,
بجدرفل,البترون,,,
بجه,جبيل,ChIJAS2C8o1ZHxURUjIf2N8Hg5Y,34.1801202,35.714603
بحبوش,الكوره,ChIJWcoRuaf-IRURyobs8XgMsCs,34.2764685,35.8298231
بحديدات,جبيل,ChIJpyQ-T09aHxURmpIpFP2txLw,34.148764,35.7069818
بحرصاف,المتن,ChIJbUNA7N44HxURxNIG0DeuoNU,33.916577,35.6714807
بحمدون,عاليه,ChIJPc-IvlA7HxURgBIygAtaCFg,33.8088596,35.6599267
بحنين,الضنية,ChIJ94VPw7QhIhURNrdP9RhB1rc,34.4983032,35.9595006
بحنين وكفرتعلا,جزين,,,
بحواره,عاليه,,,
بحويتا,الضنية,ChIJC7ggW90cIhURPBwBM42d3ms,34.3369728,35.9688097
بخشتيه,عاليه,,,
بخعاز,جبيل,ChIJu-eu11dZHxUROo1ktsj2YWY,34.1888525,35.6694241
بخعون,الضنية,ChIJazOoyjoZIhURPgZrICXfduM,34.4089966,36.0145689
بدادون,عاليه,ChIJ3aJpbnQYHxUR6S1FloiY_o4,33.8114575,35.5683403
بدبا,الكوره,ChIJf7QfjSL6IRURaIzuxEzLz5w,34.3482456,35.8195906
بدبهون,الكوره,,,
بدغان,عاليه,ChIJvUjds8YkHxURcrgWaM3TEXg,33.7678879,35.6708305
بدنايل,بعلبك,ChIJFW4zboi0GBURElDOMcWJ9bU,33.9124161,36.0143559
بدياس,صور,ChIJwVS3h8qIHhURxkN-izIZimM,33.3119754,35.3001075
بر الياس,زحلة,ChIJcWq7bjwzHxUR7prHPRg4bDo,33.7728148,35.8979003
برباره,عكار,ChIJUZCwPTg3IhURWscIL-n2vdk,34.5731555,36.1880241
برتي,صيدا,ChIJmdBurc7oHhUREmHuMhp1ME0,33.5208835,35.4842994
برج البراجنة حي السنديان,بعبدا,,,
برج البراجنة حي السياد,بعبدا,,,
برج البراجنة حي المنشية,بعبدا,,,
برج الشمالي,صور,ChIJPVemYg2HHhURDDlMyv-vUiE,33.2625533,35.238832
برج العرب,عكار,ChIJf2hxl-YjIhURtoEdZu4ECbo,34.521182,36.0093215
برج الملوك,مرجعيون,ChIJ6cKmSoCVHhURpBq6rGSNTYU,33.3243796,35.5632909
برج اليهودية,الضنية,ChIJ1a0nT3v1IRURYNq1qv7fIYM,34.4636816,35.9087891
برج حمود,المتن,ChIJJ96WL0EWHxURbAS61GhOozM,33.8937575,35.5405925
برج رحال,صور,ChIJi7rXC72IHhURLtosNjKRFO8,33.3096332,35.2824709
برج قلاويه,بنت جبيل,ChIJn2cRk2-QHhURRqOZFW_LDNI,33.2652562,35.4245305
برجا,الشوف,ChIJIeTk9prjHhURaPN55YeTn9Y,33.6491608,35.4434673
برحليون,بشري,ChIJmxxaDjD_IRURwinM5hv1G_M,34.2603309,35.8834116
برسا,الكوره,ChIJvbYiEzT3IRURkk48BF53sh0,34.3876498,35.832167
برعشيت,بنت جبيل,ChIJ7eVTf5EnHBURqPSSG-iK73g,33.120546,35.43353090000001
برغز,حاصبيا,ChIJMUUNNmTBHhURQhXH8cbr5uM,33.4139899,35.6246671
برغون,الكوره,ChIJ2UPEGNPiIRURGXFdgdVruJc,34.2990173,35.808876
برقا,بعلبك,ChIJEVkgaiUJIhURogNgU-ZmTds,34.1714657,36.142225
برقايل,عكار,ChIJyTyD30QiIhURSLEHPR6XSb4,34.4773188,36.0337623
برمانا,المتن,ChIJbTO4Y6c-HxURSEwqlT8tX78,33.8852731,35.6386901
بريتال اليونسية,بعلبك,,,
بريتال حي التين,بعلبك,,,
بريتال شرقي,بعلبك,ChIJWVsIxju7GBURXiOTeqs6KhM,33.9348644,36.1480826
بريتال شميس,بعلبك,,,
بريتال شميس غربي,بعلبك,,,
بريتال عين البنيه,بعلبك,ChIJIaCKYy-9GBURVnuUhU3JDGc,33.9115403,36.2268971
بريتال عين الجوز,بعلبك,ChIJMTGmmPGWGBURRtlt6PvVxj4,33.8389099,36.3149744
بريتال غربي,بعلبك,ChIJWVsIxju7GBURXiOTeqs6KhM,33.9348644,36.1480826
بريح,الشوف,ChIJ8Q93IawmHxURJgQHz19ym9w,33.7162724,35.6584592
بريسات,بشري,ChIJx6Wwk40BIhURKKTa62TZ53w,34.2412987,35.9408488
بريصا,الهرمل,ChIJX-iZ3tpGIhURmk6LtlsoYWA,34.4434186,36.316182
بريقع,النبطية,ChIJlfqBageOHhURXl9acFz5fSk,33.3423973,35.3838945
بزال,عكار,ChIJK6PBQV4iIhUR9h9GnN2jMxQ,34.4687988,36.0418343
بزبدين,بعبدا,ChIJN4u-zOc5HxURGDzh_S053YE,33.8716007,35.7307225
بزبينا,عكار,ChIJlQFyQ585IhURdlsIDZSc1BA,34.5147691,36.1971696
بزحل,كسروان,ChIJD1BAGiBFHxUR8n72a90IWtI,34.0799668,35.6979292
بزعون,بشري,ChIJueS957r4IRUR8HHQk6NSXpw,34.2506515,36.0117322
بزمار,كسروان,ChIJu0ITdx1HHxURisZhPWsEfaQ,33.9872473,35.6828158
بزيزا,الكوره,ChIJXW6W6Rj8IRURODD-Z-xwGlI,34.2727144,35.8210686
بزيون,جبيل,ChIJxR8C8BNQHxUROOS9sbSXmsk,34.0985133,35.7547793
بسابا,الشوف,ChIJNxsQXbLgHhURzLXgY2tMWCY,33.6039389,35.5533485
بستيات,صور,ChIJA6qi0ZmPHhUR-lu05mELF5k,33.2900999,35.3570415
بسري,جزين,ChIJKcnlKhLnHhURfHDqK8-K7So,33.5788778,35.5385603
بسرين,عاليه,ChIJ_YGkqJAjHxURNGatz9qYs9Q,33.7584845,35.6375362
بسكنتا جنوبي,المتن,ChIJtdH7cq1JHxURptRzlhOUEr4,33.9440185,35.7865408
بسكنتا شمالي,المتن,ChIJtdH7cq1JHxURptRzlhOUEr4,33.9440185,35.7865408
بسلوقيت,زغرتا,ChIJKcxWvyUDIhURflLKMyR-hMw,34.3080964,35.9656026
بسوس,عاليه,ChIJzZ65k7oiHxURpNJkMZf5K6c,33.8162646,35.5785572
بشامون,عاليه,ChIJnRElGt0YHxURCI1JA-44wd4,33.7821927,35.5312037
بشتفين,الشوف,ChIJBVkkqJwfHxURTNujrmvcWMI,33.7130865,35.5542721
بشتليدا وفدار,جبيل,ChIJLw1qOPlaHxURhL06b-xB3Gg,34.1323938,35.7032451
بشتودار,البترون,ChIJ9f9mO-X9IRURsvkkOMeMWb0,34.2242324,35.8190369
بشعله,البترون,ChIJvZbiMwZWHxURnsD19xz8fuk,34.2028478,35.8249318
بشلي,جبيل,ChIJb8zA9cVaHxURDLyJI3tZGJU,34.1022016,35.7194215
بشمزين,الكوره,ChIJ2wxVHL37IRURWHg_FExp_Ik,34.320184,35.7971367
بشنين,زغرتا,ChIJK0U39tr5IRUR9vujFG58QHE,34.3479375,35.8588774
بشوات,بعلبك,ChIJ712agQEJIhURoImJ0fcpyYc,34.1502528,36.1353965
بصاليم,المتن,ChIJv_I8sH4-HxURrkrparsBNPE,33.9014285,35.6048965
بصرما,الكوره,ChIJ_Wl9z5r5IRUR1P48mRZPFvY,34.331079,35.8395803
بصليا,جزين,ChIJEzumufzoHhURoOBGitiOcW8,33.501103,35.5118925
بطحا,كسروان,ChIJXxJZ0y5HHxURlpQk5FfDZ9w,33.9862799,35.66011659999999
بطرام,الكوره,ChIJl1IiEsv7IRUR-Ek8eIIqhk8,34.3312551,35.8099578
بطرماز,الضنية,ChIJb-Xr6u8YIhURku26EqDeoSs,34.4229694,36.0337088
بطشيه,بعبدا,ChIJVYg6uj0YHxURoLd53PSn2QA,33.8256828,35.5443161
بطلون,عاليه,,,
بطمة,الشوف,ChIJQ1xTrpwgHxUR_J566gjdpmM,33.6612486,35.6209921
بعاصير,الشوف,ChIJQTiwWLzjHhURUFGW2aJFwjc,33.6584991,35.4481083
بعبدا,بعبدا,ChIJ5eUiVB8YHxURGGOvH8tX0zc,33.833797,35.544145
بعبدات,المتن,ChIJqcvhrWo5HxURJg_5K6qwlIA,33.8919523,35.6757536
بعذران,الشوف,ChIJJ_EG3T_fHhURFDSHEO5PDVk,33.6363201,35.6191001
بعقلين التحتا,الشوف,,,
بعقلين الفوقا,الشوف,,,
بعلشميه,بعبدا,ChIJC8avu6g8HxURgpOwuBeTvhk,33.8127428,35.648708
بعلول,البقاع الغربي,ChIJw-F6zo3XHhUR7sZhn2tgKKg,33.590695,35.7492549
بعورته,عاليه,ChIJ-yZ7SYseHxURBLDreE0UqkI,33.7397763,35.4997263
بفروه,النبطية,ChIJQ63qXw7tHhURmuUsTRSvbE8,33.4346795,35.4223922
بقاعصفرين,الضنية,ChIJh3h69t8bIhUR8gbHqv4PoIE,34.3763652,36.0250762
بقاعكفرا,بشري,,,
بقرزلا,عكار,,,
بقرصونا,الضنية,ChIJe3h94ncZIhURkKk7jnKWLec,34.3791072,36.0451139
بقرقاشا,بشري,ChIJgWNZEVUBIhURvInadkDCm7g,34.2405813,35.9965816
بقسطه,صيدا,ChIJgSiTFmflHhUR_n7bp-Z5NmM,33.5791192,35.406249
بقسميا,البترون,ChIJM6W61xT9IRURkiUdQDgxMqA,34.2515373,35.7653779
بقعاتا,الشوف,ChIJUYs1E3ogHxURhCBCDHpHrNk,33.67001930000001,35.5995481
بقعاتة عشقوت,كسروان,ChIJ6feYwQZGHxURrH3N1pN5XQ0,34.0030876,35.7284749
بقعاتة كنعان,كسروان,ChIJ9QC37e1IHxURaryYkDz-AgA,33.965885,35.7647562
بقعتوته,كسروان,,,
بقنايا,المتن,ChIJM1JQVXU-HxURJAAgf6VVDy4,33.9025425,35.5883239
بكا,راشيَا,ChIJ0ycYFSjVGBURfumscvURn6A,33.5937786,35.9248685
بكاسين,جزين,ChIJVax61JPdHhUR_GElJHC7j8A,33.5681475,35.5796757
بكفتين,الكوره,ChIJsVeAFgX3IRURNmGu5kL57zQ,34.3846703,35.8622531
بكفيا,المتن,ChIJlRceR-84HxURbpA8uodaBTk,33.9206106,35.6815313
بكفيا حي وادي شاهين,المتن,ChIJT7I-C4k4HxURJLMQFtTmXmY,33.93158,35.6929013
بكيفا,الشوف,ChIJtX1oRurmHhURUvhSNQReyaM,33.593598,35.5023651
بلاط,مرجعيون,ChIJC1DER1LAHhURiigArr5q4n4,33.3861807,35.6006044
بلوزا,بشري,ChIJZSGgkzYCIhURMPMLS0eA9Jc,34.2624887,35.9521471
بلونه,كسروان,ChIJE_SYMaA4HxURxPZ8Ahpig70,33.9490849,35.6743217
بليبل,عاليه,ChIJg3pK_3AYHxURztsABkL6ehQ,33.8068149,35.5576616
بليدا,مرجعيون,ChIJhfPwrMieHhURgPdcFgJIes8,33.1382442,35.5169211
بمريم,بعبدا,ChIJ5zDd0lk6HxURBPJa3WDcWJ4,33.8313113,35.7172122
بمكين,عاليه,ChIJ73lPvoMiHxURXuap8fcq0PQ,33.7971954,35.5697734
بمهريه,عاليه,ChIJj7cnnhQlHxURtLiTo3Uj_wk,33.7566734,35.7172619
بنتاعل,جبيل,ChIJmfuhSKxbHxURAvimyJbrjyo,34.146023,35.693159
بنشعي,زغرتا,ChIJZQNAAxj4IRURQgNeCAH8Q_Q,34.3339706,35.8940108
بنعفول,صيدا,ChIJGbX-M9rtHhURNkHA_TC7C4I,33.4820675,35.4209795
بنهران,الكوره,ChIJAfqcusn-IRURMsWyo4Cm2Nk,34.273553,35.8517338
بنواتي,جزين,ChIJkyc18PLdHhUR3qXKhMN4Hrw,33.5762606,35.574845
بنويتي,الشوف,ChIJxT0iJs3hHhUR1wd_DRSsxEQ,33.6777756,35.5151043
بني حيان,مرجعيون,ChIJTQPH90WXHhUR7o3wgxJjJVg,33.2441916,35.4892229
بني صخر,عكار,,,
بو زريده,عاليه,,,
بوارج,زحلة,ChIJ6a1PuVkxHxURHNohVrIJU-s,33.8121017,35.8242794
بوداي,بعلبك,ChIJWSIJ5MioGBURYHUHxjHPwz0,34.0612351,36.0639121
بوسيط,زغرتا,ChIJcY5CrToeIhURpNwVk6UQzCY,34.4383787,35.9261833
بياقوت,المتن,ChIJnfNABuc9HxURovK-EdTb4Yw,33.8956143,35.5855269
بيت الحاج,عكار,ChIJsxrKecc6IhURTjLzLnIuZhA,34.5617451,36.1031171
بيت الحوش,عكار,ChIJbcFG1CEiIhURqj_Wdw82vOY,34.4799789,36.0052834
بيت الدين,الشوف,ChIJg-Gfe8zYHhURuVFFiExoZmI,33.6948309,35.5812837
بيت الشعار,المتن,ChIJ8z3h7_w-HxURaA1Te3Wv35Y,33.927652,35.6184496
بيت الفقس,الضنية,ChIJp83CbqYZIhURLvG-5GJOccM,34.3952734,36.0503398
بيت الككو,المتن,,,
بيت ايوب,عكار,ChIJifx2jxE8IhUR4i0icOkpvlA,34.4734832,36.1604677
بيت حاويك,الضنية,,,
بيت حباق,جبيل,ChIJVeo2CDBaHxURFMjWgslkUEQ,34.1641872,35.7085794
بيت شاما,بعلبك,ChIJp_zoZUexGBURdPDgY3e0PBg,33.9188672,36.0239398
بيت شباب تحتاني,المتن,,,
بيت شباب فوقاني,المتن,,,
بيت شلالا,البترون,ChIJf9oiMgz-IRURUD0UYaBNn74,34.223235,35.835875
بيت صليبي,بعلبك,,,
بيت عبيد,زغرتا,ChIJRf5IVx8eIhURDnJOwZ-6DR8,34.4310721,35.9200476
بيت عوكر,زغرتا,ChIJQY8JJCAeIhUR2lRNwF41g8s,34.43276,35.9169174
بيت غطاس,عكار,,,
بيت لهيا,راشيَا,ChIJFZ76lAvRHhUR5hj_9nFW3zo,33.4834713,35.8022205
بيت ليف,بنت جبيل,ChIJMZmf1XGCHhUR0lb-CAHe9Kg,33.1336733,35.3327275
بيت مري,المتن,ChIJrwzzarM9HxURuNqfGACuGp4,33.869778,35.6080854
بيت مشيك,بعلبك,ChIJgUk1jemuGBUR_N2vlpy_uVc,34.0444582,36.0301164
بيت ملات,عكار,ChIJiWwOqTE6IhURULiRz2bDxrQ,34.529445,36.1628927
بيت مندر,بشري,,,
بيت ياحون,بنت جبيل,ChIJc5WdPpKcHhURrtiGygBS6P0,33.1590378,35.4210971
بيت يونس,عكار,ChIJJe_aIWw8IhUREGJSoBO9Sh0,34.4754566,36.1493288
بيصور,عاليه,ChIJ7eSmQggiHxUR_FVahYfwAk4,33.7635237,35.5677813
بيقون,الشوف,ChIJz6egTTzeHhURnl1hoddiJfU,33.6165373,35.5821836
بينو,عكار,ChIJczFy2PQ5IhUR5u7TAjfiFy0,34.5370788,36.1790095
تاشع,عكار,ChIJu0ZskWg5IhUR4gjOXYNmv7A,34.4979588,36.1880675
تبنين الكاثوليك,بنت جبيل,,,
تبنين حي آل بري,بنت جبيل,,,
تبنين حي التحتاني,بنت جبيل,,,
تبنين حي الفوقاني,بنت جبيل,,,
تحوم,البترون,ChIJCwlz2qNYHxURmHIDmp8reck,34.249832,35.6642904
تحويطة الغدير,بعبدا,ChIJhR_rsZQZHxURlhBRc-np-uo,33.8340853,35.4951531
تحويطة النهر,بعبدا,,,
تربل,زحلة,ChIJqRQRcTfKGBURZG6qNCckWn8,33.8177577,35.98372740000001
ترتج,جبيل,,,
ترشيش,بعبدا,ChIJN192j1k2HxUR5hEXONhZkdo,33.875679,35.7972553
تعلبايا,زحلة,ChIJM7UrUH00HxURsG_68ncN1I0,33.816984,35.870943
تعنايل,زحلة,ChIJnfBS-YIzHxURNHFv-BQuHQs,33.8007209,35.8692377
تعيد,جزين,ChIJe-oSYm3nHhURelyjp0q15AQ,33.57423,35.5456869
تفاحتا,صيدا,ChIJZdE2X7byHhURtPJOm5Hksm8,33.4321276,35.3712046
تكريت,عكار,ChIJx3b8Zck7IhURvkPK5Awz_iM,34.5188023,36.158254
تل الاخضر,زحلة,ChIJ32ScbQguHxURzN-G6f-F8Nk,33.7342907,35.8264435
تل ذنوب,البقاع الغربي,,,
تلبيبة,عكار,ChIJXQAAIXomIhURGkqYVvom-TQ,34.587467,35.99671
تلبيرة,عكار,ChIJ3cTDwUY2IhURaDLEs-GYqK8,34.5874342,36.23755939999999
تلة وشطاحه,عكار,ChIJj28DvSY6IhUR7JRjyUUYr0s,34.5330125,36.1716452
تلحميرة,عكار,,,
تلعباس شرقي,عكار,ChIJYS5gZ1olIhURGEnKLqEwpuE,34.5835639,36.07711150000001
تلعباس غربي,عكار,ChIJYS5gZ1olIhURGEnKLqEwpuE,34.5835639,36.07711150000001
تلمعيان,عكار,ChIJJQCOEoYlIhURqjhQ9NJybcU,34.6001692,36.0361979
تمنين التحتا,بعلبك,ChIJgcNN49W1GBURdumGJxqDnnQ,33.8847612,35.9924921
تمنين الفوقا,بعلبك,ChIJ3y5H60C0GBURdF78RNsTYCQ,33.9041633,35.97913
تنوره,راشيَا,ChIJXXaY1qPRHhURQqegcUp-h2Y,33.474222,35.8030737
تنورين التحتا,البترون,ChIJheicQsn_IRURnLpu7pZ4beI,34.2096334,35.8778671
تنورين الفوقا,البترون,ChIJfy5G1H0AIhURDgILTD8Epjk,34.1819171,35.903508
تول,النبطية,ChIJN-H50zqTHhURlG_Qe4uF7B4,33.3894682,35.4456216
تولا,البترون,ChIJ49aHotJZHxURmkpa7DszxkM,34.2006026,35.73047469999999
تولا الجبه,زغرتا,,,
تولين,مرجعيون,ChIJsdl_RJyQHhURJN5glXgX8M0,33.2467179,35.4489174
